,Event,Gender,Location,Year,Medal,Name,Nationality,Result
0,400M,M,Athens,1896,B,Charles GMELIN,GBR,55.6
1,Long Jump,M,Athens,1896,G,Ellery CLARK,USA,6.35
2,Marathon,M,Athens,1896,G,Spyridon LOUIS,GRE,2-58:50
3,Discus Throw,M,Athens,1896,S,Panagiotis PARASKEVOPOULOS,GRE,28.95
4,Discus Throw,M,Athens,1896,B,Sotirios VERSIS,GRE,28.78
5,100M,M,Athens,1896,B,Francis LANE,USA,12.6
6,Marathon,M,Athens,1896,S,Kharilaos VASILAKOS,GRE,3-06:03
7,100M,M,Athens,1896,B,Alajos SZOKOLYI,HUN,12.6
8,100M,M,Athens,1896,S,Fritz HOFMANN,GER,12.2
9,Marathon,M,Athens,1896,B,Gyula KELLNER,HUN,3-06:35
10,100M,M,Athens,1896,G,Thomas BURKE,USA,12.0
11,400M,M,Athens,1896,G,Thomas BURKE,USA,54.2
12,800M,M,Athens,1896,G,Edwin FLACK,AUS,2:11.0
13,110M Hurdles,M,Athens,1896,G,Thomas CURTIS,USA,17.6
14,110M Hurdles,M,Athens,1896,S,Grantley GOULDING,GBR,17.7
15,Pole Vault,M,Athens,1896,B,Ioannis THEODOROPOULOS,GRE,2.6
16,Pole Vault,M,Athens,1896,B,Evangelos DAMASKOS,GRE,2.6
17,Pole Vault,M,Athens,1896,S,Albert TYLER,USA,3.2
18,Pole Vault,M,Athens,1896,G,William Welles HOYT,USA,3.3
19,1500M,M,Athens,1896,G,Edwin FLACK,AUS,4:33.2
20,1500M,M,Athens,1896,S,Arthur BLAKE,USA,4:34.0
21,High Jump,M,Athens,1896,G,Ellery CLARK,USA,1.81
22,1500M,M,Athens,1896,B,Albin LERMUSIAUX,FRA,4:36.0
23,Shot Put,M,Athens,1896,B,Georgios PAPASIDERIS,GRE,10.36
24,Long Jump,M,Athens,1896,S,Robert GARRETT,USA,6.18
25,Discus Throw,M,Athens,1896,G,Robert GARRETT,USA,29.15
26,400M,M,Athens,1896,S,Herbert JAMISON,USA,55.2
27,High Jump,M,Athens,1896,S,Robert GARRETT,USA,1.65
28,Triple Jump,M,Athens,1896,B,Ioannis PERSAKIS,GRE,12.52
29,Long Jump,M,Athens,1896,B,James CONNOLLY,USA,6.11
30,800M,M,Athens,1896,S,NÃ¡ndor DÃNI,HUN,2:11.8
31,Triple Jump,M,Athens,1896,G,James CONNOLLY,USA,13.71
32,Shot Put,M,Athens,1896,G,Robert GARRETT,USA,11.22
33,Triple Jump,M,Athens,1896,S,Alexandre TUFFERI,FRA,12.7
34,800M,M,Athens,1896,B,Dimitrios GOLEMIS,GRE,2:28.0
35,High Jump,M,Athens,1896,S,James CONNOLLY,USA,1.65
36,Shot Put,M,Athens,1896,S,Miltiadis GOUSKOS,GRE,11.2
37,800M,M,Paris,1900,G,Alfred TYSOE,GBR,2:01.2
38,800M,M,Paris,1900,S,John CREGAN,USA,2:01.6
39,800M,M,Paris,1900,B,David HALL,USA,
40,1500M,M,Paris,1900,B,John BRAY,USA,4:07.2
41,Pole Vault,M,Paris,1900,G,Irving BAXTER,USA,3.3
42,Pole Vault,M,Paris,1900,S,Meredith COLKETT,USA,3.25
43,Triple Jump,M,Paris,1900,G,Meyer PRINSTEIN,USA,14.47
44,Long Jump,M,Paris,1900,G,Alvin KRAENZLEIN,USA,7.185
45,200M,M,Paris,1900,B,Stanley ROWLEY,AUS,22.9
46,Triple Jump,M,Paris,1900,B,Lewis SHELDON,USA,13.64
47,200M,M,Paris,1900,G,Walter TEWKSBURY,USA,22.2
48,Triple Jump,M,Paris,1900,S,James CONNOLLY,USA,13.97
49,1500M,M,Paris,1900,S,Henri DELOGE,FRA,4:06.6
50,Long Jump,M,Paris,1900,S,Meyer PRINSTEIN,USA,7.175
51,Long Jump,M,Paris,1900,B,Patrick LEAHY,GBR,6.95
52,100M,M,Paris,1900,B,Stanley ROWLEY,AUS,11.2
53,100M,M,Paris,1900,S,Walter TEWKSBURY,USA,11.1
54,400M Hurdles,M,Paris,1900,G,Walter TEWKSBURY,USA,57.6
55,400M Hurdles,M,Paris,1900,S,Henri TAUZIN,FRA,58.3
56,100M,M,Paris,1900,G,Frank JARVIS,USA,11.0
57,400M Hurdles,M,Paris,1900,B,George ORTON,CAN,
58,200M,M,Paris,1900,S,Norman PRITCHARD,IND,22.8
59,110M Hurdles,M,Paris,1900,B,Frederick MOLONEY,USA,15.6
60,Pole Vault,M,Paris,1900,B,Carl Albert ANDERSEN,NOR,3.2
61,Marathon,M,Paris,1900,S,Ãmile CHAMPION,FRA,3-04:17.0
62,1500M,M,Paris,1900,G,Charles BENNETT,GBR,4:06.2
63,Shot Put,M,Paris,1900,G,Richard SHELDON,USA,14.1
64,Shot Put,M,Paris,1900,S,Josiah MCCRACKEN,USA,12.85
65,High Jump,M,Paris,1900,G,Irving BAXTER,USA,1.9
66,Shot Put,M,Paris,1900,B,Robert GARRETT,USA,12.35
67,3000M Steeplechase,M,Paris,1900,B,Jean CHASTANIE,FRA,
68,3000M Steeplechase,M,Paris,1900,S,Sidney ROBINSON,GBR,7:38.0
69,3000M Steeplechase,M,Paris,1900,G,George ORTON,CAN,7:34.4
70,High Jump,M,Paris,1900,S,Patrick LEAHY,GBR,1.78
71,Marathon,M,Paris,1900,G,Michel THÃATO,FRA,2-59:45.0
72,110M Hurdles,M,Paris,1900,S,John MCLEAN,USA,15.5
73,High Jump,M,Paris,1900,B,Lajos GÃNCZY,HUN,1.75
74,Hammer Throw,M,Paris,1900,G,John FLANAGAN,USA,51.01
75,400M,M,Paris,1900,B,Ernst SCHULTZ,DEN,
76,Hammer Throw,M,Paris,1900,B,Josiah MCCRACKEN,USA,43.58
77,110M Hurdles,M,Paris,1900,G,Alvin KRAENZLEIN,USA,15.4
78,400M,M,Paris,1900,G,Maxwell Warburn LONG,USA,49.4
79,Hammer Throw,M,Paris,1900,S,Truxtun HARE,USA,46.26
80,Marathon,M,Paris,1900,B,Ernst FAST,SWE,3-37:14.0
81,400M,M,Paris,1900,S,William HOLLAND,USA,49.6
82,100M,M,St Louis,1904,G,Archie HAHN,USA,11.0
83,High Jump,M,St Louis,1904,G,Samuel JONES,USA,1.8
84,1500M,M,St Louis,1904,S,William VERNER,USA,4:06.8
85,Decathlon,M,St Louis,1904,G,Thomas Francis KIELY,GBR,6036 P.
86,High Jump,M,St Louis,1904,S,Garrett SERVISS,USA,1.77
87,High Jump,M,St Louis,1904,B,Paul WEINSTEIN,GER,1.77
88,Shot Put,M,St Louis,1904,B,Lawrence E. Joseph FEUERBACH,USA,13.37
89,400M,M,St Louis,1904,B,Herman GROMAN,USA,50.0
90,400M,M,St Louis,1904,S,Frank WALLER,USA,49.9
91,Long Jump,M,St Louis,1904,B,Robert STANGLAND,USA,6.88
92,Decathlon,M,St Louis,1904,B,Truxtun HARE,USA,5813 P.
93,Decathlon,M,St Louis,1904,S,Adam GUNN,USA,5907 P.
94,Long Jump,M,St Louis,1904,G,Meyer PRINSTEIN,USA,7.34
95,1500M,M,St Louis,1904,B,Lacey HEARN,USA,
96,400M,M,St Louis,1904,G,Harry HILLMAN,USA,49.2
97,100M,M,St Louis,1904,B,William HOGENSON,USA,11.2
98,100M,M,St Louis,1904,S,Nate CARTMELL,USA,11.2
99,Long Jump,M,St Louis,1904,S,Daniel FRANK,USA,6.89
100,1500M,M,St Louis,1904,G,James LIGHTBODY,USA,4:05.4
101,Shot Put,M,St Louis,1904,S,Wesley COE,USA,14.4
102,400M Hurdles,M,St Louis,1904,G,Harry HILLMAN,USA,53.0
103,Discus Throw,M,St Louis,1904,S,Ralph ROSE,USA,39.28
104,200M,M,St Louis,1904,G,Archie HAHN,USA,21.6
105,200M,M,St Louis,1904,S,Nate CARTMELL,USA,21.9
106,Marathon,M,St Louis,1904,G,Thomas HICKS,USA,3:28:53.0
107,200M,M,St Louis,1904,B,William HOGENSON,USA,
108,110M Hurdles,M,St Louis,1904,S,Thaddeus SHIDELER,USA,16.3
109,110M Hurdles,M,St Louis,1904,B,Lesley ASHBURNER,USA,16.4
110,800M,M,St Louis,1904,B,Emil BREITKREUTZ,USA,1:56.4
111,400M Hurdles,M,St Louis,1904,S,Frank WALLER,USA,53.2
112,Discus Throw,M,St Louis,1904,G,Martin SHERIDAN,USA,39.28
113,400M Hurdles,M,St Louis,1904,B,George POAGE,USA,
114,Pole Vault,M,St Louis,1904,B,Louis WILKINS,USA,3.43
115,Pole Vault,M,St Louis,1904,S,Leroy SAMSE,USA,3.43
116,Pole Vault,M,St Louis,1904,G,Charles DVORAK,USA,3.5
117,Discus Throw,M,St Louis,1904,B,Nikolaos GEORGANTAS,GRE,37.68
118,110M Hurdles,M,St Louis,1904,G,Frederick SCHULE,USA,16.0
119,Marathon,M,St Louis,1904,B,Arthur NEWTON,USA,3:47:33.0
120,Hammer Throw,M,St Louis,1904,B,Ralph ROSE,USA,45.73
121,Hammer Throw,M,St Louis,1904,S,John DEWITT,USA,50.26
122,Hammer Throw,M,St Louis,1904,G,John FLANAGAN,USA,51.23
123,3000M Steeplechase,M,St Louis,1904,G,James LIGHTBODY,USA,7:39.6
124,Shot Put,M,St Louis,1904,G,Ralph ROSE,USA,14.81
125,3000M Steeplechase,M,St Louis,1904,S,John DALY,GBR,7:40.6
126,800M,M,St Louis,1904,G,James LIGHTBODY,USA,1:56.0
127,3000M Steeplechase,M,St Louis,1904,B,Arthur NEWTON,USA,
128,Triple Jump,M,St Louis,1904,B,Robert STANGLAND,USA,13.36
129,Triple Jump,M,St Louis,1904,S,Fred ENGELHARDT,USA,13.9
130,Triple Jump,M,St Louis,1904,G,Meyer PRINSTEIN,USA,14.35
131,Marathon,M,St Louis,1904,S,Albert CORAY,USA,3:34:52.0
132,800M,M,St Louis,1904,S,Howard VALENTINE,USA,1:56.3
133,High Jump,M,London,1908,G,Harry PORTER,USA,1.9
134,High Jump,M,London,1908,S,IstvÃ¡n SOMODI,HUN,1.88
135,High Jump,M,London,1908,S,Cornelius LEAHY,GBR,1.88
136,High Jump,M,London,1908,S,Georges ANDRE,FRA,1.88
137,800M,M,London,1908,G,Melvin SHEPPARD,USA,1:52.8
138,1500M,M,London,1908,S,Harold WILSON,GBR,4:03.6
139,1500M,M,London,1908,G,Melvin SHEPPARD,USA,4:03.4
140,110M Hurdles,M,London,1908,B,Arthur SHAW,USA,
141,Shot Put,M,London,1908,B,John GARRELLS,USA,13.18
142,110M Hurdles,M,London,1908,S,John GARRELLS,USA,15.7
143,Discus Throw,M,London,1908,S,Merritt GIFFIN,USA,40.7
144,110M Hurdles,M,London,1908,G,Forrest SMITHSON,USA,15.0
145,Discus Throw,M,London,1908,B,Marquis Franklin HORR,USA,39.45
146,Long Jump,M,London,1908,G,Frank IRONS,USA,7.48
147,Long Jump,M,London,1908,S,Daniel KELLY,USA,7.09
148,Long Jump,M,London,1908,B,Calvin BRICKER,CAN,7.08
149,Shot Put,M,London,1908,S,Denis HORGAN,GBR,13.62
150,Shot Put,M,London,1908,G,Ralph ROSE,USA,14.21
151,1500M,M,London,1908,B,Norman HALLOWS,GBR,4:04.0
152,Triple Jump,M,London,1908,G,Tim AHEARNE,GBR,14.92
153,Hammer Throw,M,London,1908,S,Matt MCGRATH,USA,51.18
154,Triple Jump,M,London,1908,B,Edvard LARSEN,NOR,14.39
155,100M,M,London,1908,G,Reggie WALKER,RSA,10.8
156,100M,M,London,1908,B,Robert KERR,CAN,
157,400M Hurdles,M,London,1908,B,Leonard Francis TREMEER,GBR,
158,400M Hurdles,M,London,1908,S,Harry HILLMAN,USA,
159,400M Hurdles,M,London,1908,G,Charles BACON,USA,55.0
160,200M,M,London,1908,G,Robert KERR,CAN,22.6
161,Javelin Throw,M,London,1908,B,Otto NILSSON,SWE,47.11
162,Javelin Throw,M,London,1908,S,Arne HALSE,NOR,50.57
163,Javelin Throw,M,London,1908,G,Eric LEMMING,SWE,54.83
164,800M,M,London,1908,B,Hanns BRAUN,GER,1:55.2
165,200M,M,London,1908,S,Robert CLOUGHEN,USA,
166,200M,M,London,1908,B,Nate CARTMELL,USA,
167,Pole Vault,M,London,1908,B,Bruno SÃDERSTRÃM,SWE,3.58
168,Triple Jump,M,London,1908,S,Garfield MACDONALD,CAN,14.76
169,Pole Vault,M,London,1908,B,Charles JACOBS,USA,3.58
170,4X400M Relay,M,London,1908,B,,HUN,
171,4X400M Relay,M,London,1908,S,,GER,
172,4X400M Relay,M,London,1908,G,,USA,3:29.4
173,Pole Vault,M,London,1908,G,Edward COOK,USA,3.71
174,Pole Vault,M,London,1908,G,Alfred Carleten GILBERT,USA,3.71
175,400M,M,London,1908,G,Wyndham HALSWELLE,GBR,50.0
176,Hammer Throw,M,London,1908,B,Cornelius WALSH,CAN,48.51
177,800M,M,London,1908,S,Emilio LUNGHI,ITA,1:54.2
178,Hammer Throw,M,London,1908,G,John FLANAGAN,USA,51.92
179,Marathon,M,London,1908,B,Joseph FORSHAW,USA,2:57:10.4
180,Marathon,M,London,1908,S,Charles HEFFERON,RSA,2:56:06.0
181,Marathon,M,London,1908,G,John HAYES,USA,2:55:18.4
182,Discus Throw,M,London,1908,G,Martin SHERIDAN,USA,40.89
183,Pole Vault,M,London,1908,B,Edward ARCHIBALD,CAN,3.58
184,100M,M,London,1908,S,John RECTOR,USA,
185,Hammer Throw,M,Stockholm,1912,B,Clarence CHILDS,USA,48.17
186,Shot Put,M,Stockholm,1912,S,Ralph ROSE,USA,15.25
187,Discus Throw,M,Stockholm,1912,G,Armas TAIPALE,FIN,45.21
188,Discus Throw,M,Stockholm,1912,S,Richard Leslie BYRD,USA,42.32
189,Discus Throw,M,Stockholm,1912,B,James DUNCAN,USA,42.28
190,Decathlon,M,Stockholm,1912,B,GÃ¶sta HOLMER,SWE,7347.855 P.
191,Decathlon,M,Stockholm,1912,S,Charles LOMBERG,SWE,7413.510 P.
192,200M,M,Stockholm,1912,B,William APPLEGARTH,GBR,22.0
193,200M,M,Stockholm,1912,S,Donald LIPPINCOTT,USA,21.8
194,200M,M,Stockholm,1912,G,Ralph CRAIG,USA,21.7
195,Decathlon,M,Stockholm,1912,G,Jim THORPE,USA,8.412.955
196,Decathlon,M,Stockholm,1912,G,Hugo WIESLANDER,SWE,7724.495 P.
197,Hammer Throw,M,Stockholm,1912,G,Matt MCGRATH,USA,54.74
198,Hammer Throw,M,Stockholm,1912,S,Duncan GILLIS,CAN,48.39
199,Shot Put,M,Stockholm,1912,B,Lawrence WHITNEY,USA,13.93
200,Pole Vault,M,Stockholm,1912,B,Frank MURPHY,USA,3.8
201,Pole Vault,M,Stockholm,1912,B,William HAPPENNY,CAN,3.8
202,Pole Vault,M,Stockholm,1912,S,Marc WRIGHT,USA,3.85
203,Pole Vault,M,Stockholm,1912,S,Frank NELSON,USA,3.85
204,Pole Vault,M,Stockholm,1912,G,Harry Stoddard BABCOCK,USA,3.95
205,110M Hurdles,M,Stockholm,1912,B,Martin HAWKINS,USA,15.3
206,1500M,M,Stockholm,1912,B,Norman TABER,USA,3:56.9
207,1500M,M,Stockholm,1912,S,Abel KIVIAT,USA,3:56.9
208,1500M,M,Stockholm,1912,G,Arnold JACKSON,GBR,3:56.8
209,400M,M,Stockholm,1912,G,Charles REIDPATH,USA,0:48.2
210,400M,M,Stockholm,1912,S,Hanns BRAUN,GER,0:48.3
211,400M,M,Stockholm,1912,B,Edward LINDBERG,USA,0:48.4
212,Shot Put,M,Stockholm,1912,G,Patrick MCDONALD,USA,15.34
213,Pole Vault,M,Stockholm,1912,B,Bertil UGGLA,SWE,3.8
214,110M Hurdles,M,Stockholm,1912,G,Frederick KELLY,USA,15.1
215,110M Hurdles,M,Stockholm,1912,S,James WENDELL,USA,15.2
216,Long Jump,M,Stockholm,1912,S,Calvin BRICKER,CAN,7.21
217,800M,M,Stockholm,1912,B,Ira DAVENPORT,USA,1:52.0
218,High Jump,M,Stockholm,1912,S,Hans LIESCHE,GER,1.91
219,High Jump,M,Stockholm,1912,B,George HORINE,USA,1.89
220,Long Jump,M,Stockholm,1912,G,Albert GUTTERSON,USA,7.6
221,4X100M Relay,M,Stockholm,1912,G,,GBR,0:42.4
222,5000M,M,Stockholm,1912,G,Hannes KOLEHMAINEN,FIN,14:36.6
223,10000M,M,Stockholm,1912,G,Hannes KOLEHMAINEN,FIN,31:20.8
224,Triple Jump,M,Stockholm,1912,S,Georg ABERG,SWE,14.51
225,800M,M,Stockholm,1912,S,Melvin SHEPPARD,USA,1:52.0
226,800M,M,Stockholm,1912,G,James Edwin MEREDITH,USA,1:51.9
227,4X400M Relay,M,Stockholm,1912,S,,FRA,3:20.7
228,4X400M Relay,M,Stockholm,1912,B,,GBR,3:23.2
229,5000M,M,Stockholm,1912,S,Jean BOUIN,FRA,14:36.7
230,Triple Jump,M,Stockholm,1912,G,Gustav LINDBLOM,SWE,14.76
231,4X400M Relay,M,Stockholm,1912,G,,USA,3:16.6
232,10000M,M,Stockholm,1912,S,Lewis TEWANIMA,USA,32:06.6
233,Long Jump,M,Stockholm,1912,B,Georg ABERG,SWE,7.18
234,High Jump,M,Stockholm,1912,G,Alma RICHARDS,USA,1.93
235,100M,M,Stockholm,1912,G,Ralph CRAIG,USA,10.8
236,100M,M,Stockholm,1912,S,Alvah MEYER,USA,10.9
237,100M,M,Stockholm,1912,B,Donald LIPPINCOTT,USA,10.9
238,Javelin Throw,M,Stockholm,1912,G,Eric LEMMING,SWE,60.64
239,Javelin Throw,M,Stockholm,1912,S,Juho Julius SAARISTO,FIN,58.66
240,Triple Jump,M,Stockholm,1912,B,Erik ALMLÃF,SWE,14.17
241,10000M,M,Stockholm,1912,B,Albin STENROOS,FIN,32:21.8
242,Javelin Throw,M,Stockholm,1912,B,Mor KOVACS,HUN,55.5
243,4X100M Relay,M,Stockholm,1912,S,,SWE,0:42.6
244,Marathon,M,Stockholm,1912,G,Kennedy Kane MCARTHUR,RSA,2:36:54.8
245,Marathon,M,Stockholm,1912,S,Christian W. GITSHAM,RSA,2:37:52.0
246,Marathon,M,Stockholm,1912,B,Gaston STROBINO,USA,2:38:42.4
247,5000M,M,Stockholm,1912,B,George HUTSON,GBR,15:07.6
248,1500M,M,Antwerp,1920,B,Lawrence SHIELDS,USA,4:03.1
249,4X400M Relay,M,Antwerp,1920,S,,RSA,3:23.0 est
250,4X400M Relay,M,Antwerp,1920,B,,FRA,3:23.5 est
251,1500M,M,Antwerp,1920,G,Albert HILL,GBR,4:01.8
252,1500M,M,Antwerp,1920,S,Philip BAKER,GBR,4:02.4
253,4X100M Relay,M,Antwerp,1920,S,,FRA,0:42.6
254,400M Hurdles,M,Antwerp,1920,G,Frank LOOMIS,USA,0:54.0
255,400M Hurdles,M,Antwerp,1920,S,John NORTON,USA,54.6
256,Decathlon,M,Antwerp,1920,S,Brutus HAMILTON,USA,6.771.085
257,Decathlon,M,Antwerp,1920,B,Bertil OHLSON,SWE,6580.03
258,400M Hurdles,M,Antwerp,1920,B,August DESCH,USA,54.7
259,200M,M,Antwerp,1920,G,Allen WOODRING,USA,22.0
260,200M,M,Antwerp,1920,S,Charles PADDOCK,USA,22.1
261,200M,M,Antwerp,1920,B,Harry EDWARD,GBR,22.2
262,400M,M,Antwerp,1920,G,Bevil RUDD,RSA,0:49.6
263,4X400M Relay,M,Antwerp,1920,G,,GBR,3:22.2
264,Decathlon,M,Antwerp,1920,G,Helge LÃVLAND,NOR,6.803.355
265,100M,M,Antwerp,1920,S,Morris KIRKSEY,USA,10.8
266,5000M,M,Antwerp,1920,G,Joseph GUILLEMOT,FRA,14:55.6
267,4X100M Relay,M,Antwerp,1920,G,,USA,0:42.2
268,3000M Steeplechase,M,Antwerp,1920,G,Percy HODGE,GBR,10:00.4
269,3000M Steeplechase,M,Antwerp,1920,S,Patrick FLYNN,USA,
270,800M,M,Antwerp,1920,S,Earl EBY,USA,1:53.6
271,3000M Steeplechase,M,Antwerp,1920,B,Ernesto AMBROSINI,ITA,
272,800M,M,Antwerp,1920,B,Bevil RUDD,RSA,1:54.0
273,4X100M Relay,M,Antwerp,1920,B,,SWE,0:42.9
274,10000M,M,Antwerp,1920,G,Paavo NURMI,FIN,31:45.8
275,10000M,M,Antwerp,1920,S,Joseph GUILLEMOT,FRA,31:47.2
276,100M,M,Antwerp,1920,B,Harry EDWARD,GBR,10.9
277,Marathon,M,Antwerp,1920,S,JÃ¼ri LOSSMANN,EST,2:32:48.6
278,110M Hurdles,M,Antwerp,1920,B,Frederick MURRAY,USA,15.1
279,10000M,M,Antwerp,1920,B,James WILSON,GBR,31:50.8
280,110M Hurdles,M,Antwerp,1920,G,Earl THOMSON,CAN,14.8
281,5000M,M,Antwerp,1920,S,Paavo NURMI,FIN,15:00.0
282,5000M,M,Antwerp,1920,B,Eric BACKMAN,SWE,15:13.0
283,800M,M,Antwerp,1920,G,Albert HILL,GBR,1:53.4
284,110M Hurdles,M,Antwerp,1920,S,Harold BARRON,USA,15.1
285,100M,M,Antwerp,1920,G,Charles PADDOCK,USA,10.8
286,400M,M,Antwerp,1920,S,Guy BUTLER,GBR,0:49.9
287,Marathon,M,Antwerp,1920,G,Hannes KOLEHMAINEN,FIN,2:32:35.8
288,Marathon,M,Antwerp,1920,B,Valerio ARRI,ITA,2:36:32.8
289,400M,M,Antwerp,1920,B,Nils ENGDAHL,SWE,0:50.0
290,Hammer Throw,M,Paris,1924,S,Matt MCGRATH,USA,50.84
291,400M Hurdles,M,Paris,1924,S,Erkka WILEN,FIN,53.8
292,Javelin Throw,M,Paris,1924,G,Jonni MYYRÃ,FIN,62.96
293,Hammer Throw,M,Paris,1924,B,Malcolm NOKES,GBR,48.875
294,400M Hurdles,M,Paris,1924,B,Ivan RILEY,USA,54.2
295,400M Hurdles,M,Paris,1924,G,Morgan TAYLOR,USA,52.6
296,Hammer Throw,M,Paris,1924,G,Fred TOOTELL,USA,53.295
297,10000M,M,Paris,1924,B,Eero BERG,FIN,31:43.0
298,Javelin Throw,M,Paris,1924,B,Eugene OBERST,USA,58.35
299,Marathon,M,Paris,1924,G,Albin STENROOS,FIN,2:41:22.6
300,Marathon,M,Paris,1924,S,Romeo BERTINI,ITA,2:47:19.6
301,Discus Throw,M,Paris,1924,G,Bud HOUSER,USA,46.155
302,Marathon,M,Paris,1924,B,Clarence DEMAR,USA,2:48:14.0
303,Discus Throw,M,Paris,1924,S,Vilho Aleksander NIITTYMAA,FIN,44.95
304,Discus Throw,M,Paris,1924,B,Thomas LIEB,USA,44.83
305,3000M Steeplechase,M,Paris,1924,G,Ville RITOLA,FIN,9:33.6
306,3000M Steeplechase,M,Paris,1924,S,Elias KATZ,FIN,9:44.0
307,3000M Steeplechase,M,Paris,1924,B,Paul BONTEMPS,FRA,9:45.2
308,Triple Jump,M,Paris,1924,B,Ville TUULOS,FIN,15.37
309,5000M,M,Paris,1924,B,Edvin WIDE,SWE,15:01.8
310,5000M,M,Paris,1924,S,Ville RITOLA,FIN,14:31.4
311,5000M,M,Paris,1924,G,Paavo NURMI,FIN,14:31.2
312,10000M,M,Paris,1924,G,Ville RITOLA,FIN,30:23.2
313,10000M,M,Paris,1924,S,Edvin WIDE,SWE,30:55.2
314,200M,M,Paris,1924,B,Eric LIDDELL,GBR,21.9
315,200M,M,Paris,1924,S,Charles PADDOCK,USA,21.7
316,200M,M,Paris,1924,G,Jackson SCHOLZ,USA,21.6
317,4X400M Relay,M,Paris,1924,S,,SWE,3:17.00
318,Decathlon,M,Paris,1924,B,Alexander KLUMBERG-KOLMPERE,EST,7329.33 P.
319,Decathlon,M,Paris,1924,S,Emerson NORTON,USA,7350.895 P.
320,Decathlon,M,Paris,1924,G,Harold OSBORN,USA,7740.775 P.
321,Long Jump,M,Paris,1924,G,William De Hart HUBBARD,USA,7.445
322,Long Jump,M,Paris,1924,S,Edward Orval GOURDIN,USA,7.275
323,Long Jump,M,Paris,1924,B,Sverre HANSEN,NOR,7.26
324,Triple Jump,M,Paris,1924,S,Luis BRUNETTO,ARG,15.425
325,Triple Jump,M,Paris,1924,G,Nick WINTER,AUS,15.525
326,Javelin Throw,M,Paris,1924,S,Gunnar LINDSTRÃM,SWE,60.92
327,4X400M Relay,M,Paris,1924,G,,USA,3:16.00
328,4X400M Relay,M,Paris,1924,B,,GBR,3:17.40
329,100M,M,Paris,1924,S,Jackson SCHOLZ,USA,10.7
330,4X100M Relay,M,Paris,1924,B,,NED,41.8
331,400M,M,Paris,1924,B,Guy BUTLER,GBR,48.6
332,100M,M,Paris,1924,G,Harold ABRAHAMS,GBR,10.6
333,400M,M,Paris,1924,S,Horatio FITCH,USA,48.4
334,400M,M,Paris,1924,G,Eric LIDDELL,GBR,47.6
335,110M Hurdles,M,Paris,1924,G,Daniel KINSEY,USA,15.0
336,1500M,M,Paris,1924,G,Paavo NURMI,FIN,3:53.6
337,110M Hurdles,M,Paris,1924,S,Sidney ATKINSON,RSA,15.0
338,High Jump,M,Paris,1924,G,Harold OSBORN,USA,1.98
339,100M,M,Paris,1924,B,Arthur PORRITT,NZL,10.8
340,Pole Vault,M,Paris,1924,B,James BROOKER,USA,3.9
341,Pole Vault,M,Paris,1924,S,Glenn GRAHAM,USA,3.95
342,Pole Vault,M,Paris,1924,G,Lee BARNES,USA,3.95
343,800M,M,Paris,1924,G,Douglas LOWE,GBR,1:52.4
344,110M Hurdles,M,Paris,1924,B,Sten PETTERSSON,SWE,15.4
345,1500M,M,Paris,1924,S,Willy SCHÃRER,SUI,3:55.0
346,Shot Put,M,Paris,1924,B,Ralph HILLS,USA,14.64
347,4X100M Relay,M,Paris,1924,S,,GBR,41.2
348,Shot Put,M,Paris,1924,G,Bud HOUSER,USA,14.995
349,Shot Put,M,Paris,1924,S,Glenn HARTRANFT,USA,14.895
350,1500M,M,Paris,1924,B,Henry STALLARD,GBR,3:55.6
351,800M,M,Paris,1924,S,Paul MARTIN,SUI,1:52.6
352,800M,M,Paris,1924,B,Schuyler ENCK,USA,1:53.0
353,4X100M Relay,M,Paris,1924,G,,USA,41.0
354,High Jump,M,Paris,1924,B,Pierre LEWDEN,FRA,1.92
355,High Jump,M,Paris,1924,S,Leroy BROWN,USA,1.95
356,110M Hurdles,M,Amsterdam,1928,S,Steve ANDERSON,USA,14.8
357,800M,W,Amsterdam,1928,G,"Karoline ""Lina"" RADKE",GER,2:16.8
358,800M,W,Amsterdam,1928,S,Kinue HITOMI,JPN,
359,800M,W,Amsterdam,1928,B,Inga GENTZEL,SWE,
360,1500M,M,Amsterdam,1928,B,Eino PURJE,FIN,3:56.4
361,1500M,M,Amsterdam,1928,S,Jules LADOUMEGUE,FRA,3:53.8
362,1500M,M,Amsterdam,1928,G,Harri LARVA,FIN,3:53.2
363,5000M,M,Amsterdam,1928,G,Ville RITOLA,FIN,14:38.0
364,5000M,M,Amsterdam,1928,S,Paavo NURMI,FIN,14:40.0
365,10000M,M,Amsterdam,1928,S,Ville RITOLA,FIN,30:19.4
366,3000M Steeplechase,M,Amsterdam,1928,G,Toivo LOUKOLA,FIN,9:21.8
367,4X100M Relay,W,Amsterdam,1928,S,,USA,
368,4X100M Relay,W,Amsterdam,1928,B,,GER,
369,10000M,M,Amsterdam,1928,G,Paavo NURMI,FIN,30:18.8
370,Marathon,M,Amsterdam,1928,B,Martti MARTTELIN,FIN,2:35.02
371,Marathon,M,Amsterdam,1928,S,Manuel PLAZA,CHI,2:33.23
372,Marathon,M,Amsterdam,1928,G,BoughÃ¨ra EL OUAFI,FRA,2:32.57
373,100M,W,Amsterdam,1928,B,Ethel SMITH,CAN,
374,10000M,M,Amsterdam,1928,B,Edvin WIDE,SWE,31:00.8
375,110M Hurdles,M,Amsterdam,1928,G,Sidney ATKINSON,RSA,14.8
376,5000M,M,Amsterdam,1928,B,Edvin WIDE,SWE,14:41.2
